# sticktest
# device      Nintendo Switch Pro Controller
# sdl mapping yes
# hidapi hint 1
# axes 6, buttons 16, hats 1
# raw int16 values, one row per CHANGE (not per poll)
ms,a0,a1,a2,a3,a4,a5
#   roundness 0.7168 (min 1.0031 max 1.3994 mean 1.0793 sd 0.0736, 64 low)
#   reach X -1.0000 / +1.0000 (100.00%)   Y -1.0000 / +1.0000 (100.00%)
#   drift 0.01098 (rest x +0.00775 y -0.00778)
#   envelope: sector-centre deg, max radius, visits
#   env 1    2.5 1.0038 6229
#   env 1    7.5 1.0154 1251
#   env 1   12.5 1.0352 827
#   env 1   17.5 1.0617 798
#   env 1   22.5 1.0845 28
#   env 1   27.5 1.0968 785
#   env 1   32.5 1.0831 9
#   env 1   37.5 1.0699 7
#   env 1   42.5 1.0682 425
#   env 1   47.5 1.0795 8
#   env 1   52.5 1.0996 393
#   env 1   57.5 1.0945 9
#   env 1   62.5 1.0631 10
#   env 1   67.5 1.0398 9
#   env 1   72.5 1.0267 11
#   env 1   77.5 1.0200 783
#   env 1   82.5 1.0144 20
#   env 1   87.5 1.0031 406
#   env 1   92.5 1.0036 30
#   env 1   97.5 1.0151 799
#   env 1  102.5 1.0352 432
#   env 1  107.5 1.0640 2874
#   env 1  112.5 1.1032 8245
#   env 1  117.5 1.1536 4170
#   env 1  122.5 1.2011 2017
#   env 1  127.5 1.2326 869
#   env 1  132.5 1.2661 2008
#   env 1  137.5 1.0920 1238
#   env 1  142.5 1.0962 440
#   env 1  147.5 1.0950 826
#   env 1  152.5 1.0965 1195
#   env 1  157.5 1.0862 2829
#   env 1  162.5 1.0641 2547
#   env 1  167.5 1.0353 2485
#   env 1  172.5 1.0154 2512
#   env 1  177.5 1.0038 2852
#   env 1  182.5 1.0038 4080
#   env 1  187.5 1.0151 1600
#   env 1  192.5 1.0347 1246
#   env 1  197.5 1.0639 850
#   env 1  202.5 1.0987 1990
#   env 1  207.5 1.1009 1678
#   env 1  212.5 1.1005 2048
#   env 1  217.5 1.0946 1256
#   env 1  222.5 1.0997 2101
#   env 1  227.5 1.0996 2019
#   env 1  232.5 1.0975 434
#   env 1  237.5 1.0981 857
#   env 1  242.5 1.0935 1606
#   env 1  247.5 1.0874 806
#   env 1  252.5 1.0626 458
#   env 1  257.5 1.0350 1177
#   env 1  262.5 1.0149 18554
#   env 1  267.5 1.0038 11313
#   env 1  272.5 1.0038 2414
#   env 1  277.5 1.0151 6532
#   env 1  282.5 1.0352 1637
#   env 1  287.5 1.0641 833
#   env 1  292.5 1.0699 1203
#   env 1  297.5 1.0681 472
#   env 1  302.5 1.2026 16115
#   env 1  307.5 1.1975 1293
#   env 1  312.5 1.0335 391
#   env 1  317.5 1.3994 2393
#   env 1  322.5 1.3015 15324
#   env 1  327.5 1.2205 814
#   env 1  332.5 1.0752 420
#   env 1  337.5 1.0864 19855
#   env 1  342.5 1.0635 4944
#   env 1  347.5 1.0351 8301
#   env 1  352.5 1.0154 28180
#   env 1  357.5 1.0038 16182
